tpep_pickup_datetime	tpep_dropoff_datetime	passenger_count	trip_distance	RatecodeID	store_and_fwd_flag	payment_type	fare_amount	extra	mta_tax	tip_amount	tolls_amount	improvement_surcharge	total_amount
04-02-17 17:28	04-03-17 17:23	6	6.37	1	N	2	28.5	0	0.5	0	0	0.3	29.3
4/23/2017 9:09	4/23/2017 9:10	1	0.4	1	N	1	3.5	0	0.5	1	0	0.3	5.3
12/31/2017 19:34	12/31/2017 19:36	1	0.37	1	N	2	3.5	0	0.5	0	0	0.3	4.3
11/20/2017 19:06	11/20/2017 19:34	1	5.5	1	N	2	22	1	0.5	0	0	0.3	23.8
11-05-17 17:35	11-05-17 17:55	3	2.2	1	N	1	14	0	0.5	0	0	0.3	14.8
12/19/2017 11:24	12/19/2017 11:38	1	1.6	1	N	1	10	0	0.5	2	0	0.3	12.8
1/30/2017 16:19	1/30/2017 16:32	1	2.65	1	N	1	11.5	1	0.5	2.66	0	0.3	15.96
2/19/2017 14:53	2/19/2017 15:19	1	4.15	1	N	2	19	0	0.5	0	0	0.3	19.8
4/13/2017 14:35	4/13/2017 15:04	1	2.5	1	N	2	18.5	0	0.5	0	0	0.3	19.3
09-01-17 20:52	09-01-17 21:03	1	1	1	N	2	7.5	0.5	0.5	0	0	0.3	8.8
10-01-17 22:41	10-01-17 23:06	3	4.47	1	N	1	18	0.5	0.5	3.86	0	0.3	23.16
04-02-17 10:15	04-02-17 10:30	1	3.82	1	N	2	14.5	0	0.5	0	0	0.3	15.3
2/23/2017 9:43	2/23/2017 9:52	5	1.38	1	N	1	8	0	0.5	1.76	0	0.3	10.56
02-01-17 9:59	02-01-17 10:45	1	11.32	1	N	1	40	0	0.5	9.27	5.54	0.3	55.61
9/17/2017 16:35	9/17/2017 16:54	3	3.3	1	N	1	15.5	0	0.5	0	0	0.3	16.3
4/15/2017 0:50	4/15/2017 0:52	2	0.5	1	N	1	4	0.5	0.5	1.05	0	0.3	6.35
6/25/2017 0:31	6/25/2017 0:37	5	1.22	1	N	2	6.5	0.5	0.5	0	0	0.3	7.8
01-06-17 16:04	01-06-17 16:19	1	4	1	N	1	15.5	1	0.5	3.45	0	0.3	20.75
01-03-17 8:48	01-03-17 8:53	6	1.21	1	N	1	6	0	0.5	0	0	0.3	6.8
5/31/2017 21:36	5/31/2017 22:14	2	7.39	1	N	2	30	0.5	0.5	0	10.5	0.3	41.8
11-04-17 23:01	11-04-17 23:12	1	1.9	1	N	1	9.5	0.5	0.5	2.15	0	0.3	12.95
02-10-17 12:48	02-10-17 13:09	1	5.9	1	N	1	21	0	0.5	4.35	0	0.3	26.15
09-08-17 8:05	09-08-17 8:20	1	2.34	1	N	2	12.5	0	0.5	0	0	0.3	13.3
8/31/2017 14:10	8/31/2017 14:13	1	0.6	1	N	2	4.5	0	0.5	0	0	0.3	5.3
1/17/2017 21:04	1/17/2017 21:09	1	0.9	1	N	1	5.5	0.5	0.5	1.36	0	0.3	8.16
5/13/2017 16:06	5/13/2017 16:09	1	0.6	1	N	2	4.5	0	0.5	0	0	0.3	5.3
07-11-17 17:29	07-11-17 17:46	1	2.1	1	N	3	12	1	0.5	0	0	0.3	13.8
10/22/2017 16:30	10/22/2017 16:45	1	2.4	1	N	1	12	0	0.5	2.55	0	0.3	15.35
07-01-17 2:21	07-01-17 2:29	1	1.9	1	N	2	9	0.5	0.5	0	0	0.3	10.3
12-11-17 11:33	12-11-17 11:44	1	0.82	1	N	2	8	0	0.5	0	0	0.3	8.8
11-12-17 10:45	11-12-17 11:08	1	11.3	1	N	2	32	0	0.5	0	0	0.3	32.8
11-02-17 21:37	11-02-17 21:42	1	1	1	N	1	6	0.5	0.5	1	0	0.3	8.3
8/16/2017 20:22	8/16/2017 20:30	1	1.4	1	N	1	7	0.5	0.5	1	0	0.3	9.3
11/13/2017 16:41	11/13/2017 16:52	1	4.1	1	N	1	14	1	0.5	3.15	0	0.3	18.95
6/29/2017 16:54	6/29/2017 17:16	1	1.43	1	N	1	13.5	1	0.5	1.5	0	0.3	16.8
09-07-17 21:50	09-07-17 22:00	1	1.03	1	N	1	8	0.5	0.5	1.86	0	0.3	11.16
2/14/2017 13:30	2/14/2017 13:34	1	0.49	1	N	2	4	0	0.5	0	0	0.3	4.8
4/27/2017 8:46	4/27/2017 8:54	5	0.7	1	N	1	6	0	0.5	1.36	0	0.3	8.16
02-08-17 10:12	02-08-17 10:45	1	11.7	1	N	2	37.5	0	0.5	0	5.54	0.3	43.84
12/22/2017 14:03	12/22/2017 14:24	1	2.4	1	N	1	14	0	0.5	3.7	0	0.3	18.5
10/19/2017 20:01	10/19/2017 20:05	1	0.3	1	N	1	4	0.5	0.5	1	0	0.3	6.3
04-05-17 10:27	04-05-17 10:46	1	5.41	1	N	1	19	0	0.5	3.96	0	0.3	23.76
7/27/2017 21:08	7/27/2017 21:26	1	2.37	1	N	2	13	0.5	0.5	0	0	0.3	14.3
2/28/2017 8:42	2/28/2017 8:59	1	2.4	1	N	1	12.5	0	0.5	2.65	0	0.3	15.95
8/26/2017 0:04	8/26/2017 0:31	1	5.1	1	N	1	21	0.5	0.5	5.55	0	0.3	27.85
11-03-17 20:37	11-03-17 20:49	1	2.21	1	N	2	10.5	0.5	0.5	0	0	0.3	11.8
10/23/2017 12:56	10/23/2017 13:34	2	6.3	1	N	1	28.5	0	0.5	5.85	0	0.3	35.15
5/31/2017 18:20	5/31/2017 18:39	1	1.7	1	N	1	12.5	1	0.5	4.25	0	0.3	18.55
12/15/2017 0:16	12/15/2017 0:35	1	1.54	1	N	1	12	0.5	0.5	2.66	0	0.3	15.96
5/22/2017 7:31	5/22/2017 7:48	2	5.74	1	N	1	20	0	0.5	4.16	0	0.3	24.96
05-06-17 13:46	05-06-17 13:58	1	2.05	1	N	1	10.5	0	0.5	1.2	0	0.3	12.5
5/20/2017 20:52	5/20/2017 20:56	1	0.59	1	N	1	4.5	0.5	0.5	1	0	0.3	6.8
08-02-17 13:36	08-02-17 13:41	6	0.6	1	N	1	5.5	0	0.5	1	0	0.3	7.3
12-06-17 8:17	12-06-17 8:43	1	6.17	1	N	1	23	0	0.5	4.76	0	0.3	28.56
06-05-17 7:12	06-05-17 7:58	2	9.5	1	N	2	35.5	0	0.5	0	0	0.3	36.3
02-02-17 11:12	02-02-17 11:25	1	1.49	1	N	2	10	0	0.5	0	0	0.3	10.8
9/26/2017 7:07	9/26/2017 7:09	6	0.62	1	N	2	4	0	0.5	0	0	0.3	4.8
7/20/2017 14:04	7/20/2017 14:24	1	2.9	1	N	1	14.5	0	0.5	2	0	0.3	17.3
8/23/2017 18:12	8/23/2017 18:37	3	3	1	N	2	17	1	0.5	0	0	0.3	18.8
9/14/2017 7:45	9/14/2017 7:52	1	0.77	1	N	2	6.5	0	0.5	0	0	0.3	7.3
01-02-17 12:45	01-02-17 12:54	1	1.57	1	N	1	8	0	0.5	1.76	0	0.3	10.56
5/26/2017 14:41	5/26/2017 14:59	6	3.52	1	N	2	15.5	0	0.5	0	0	0.3	16.3
1/17/2017 19:34	1/17/2017 19:43	1	0.7	1	N	1	6.5	1	0.5	2.08	0	0.3	10.38
9/27/2017 13:14	9/27/2017 13:56	1	10.2	1	N	1	35	0	0.5	8.3	5.76	0.3	49.86
6/30/2017 9:26	6/30/2017 9:36	1	1.22	1	N	1	8	0	0.5	1.76	0	0.3	10.56
3/28/2017 13:56	3/28/2017 14:13	1	1.6	1	N	1	11.5	0	0.5	2	0	0.3	14.3
8/25/2017 17:16	8/25/2017 17:39	1	2.3	1	N	2	15.5	1	0.5	0	0	0.3	17.3
9/21/2017 8:19	9/21/2017 8:23	1	0.8	1	N	1	5	0	0.5	1	0	0.3	6.8
11/16/2017 18:15	11/16/2017 18:22	1	1	1	N	1	6.5	1	0.5	1	0	0.3	9.3
04-01-17 9:48	04-01-17 9:56	1	1.4	1	N	1	8	0	0.5	1.76	0	0.3	10.56
7/13/2017 15:11	7/13/2017 15:16	1	0.82	1	N	1	5.5	0	0.5	0	0	0.3	6.3
2/24/2017 14:51	2/24/2017 14:59	1	1.1	1	N	2	7	0	0.5	0	0	0.3	7.8
05-08-17 22:41	05-08-17 22:51	2	2	1	N	3	9.5	0.5	0.5	0	0	0.3	10.8
12-12-17 5:05	12-12-17 5:09	5	1.47	1	N	2	6.5	0.5	0.5	0	0	0.3	7.8
4/18/2017 19:54	4/18/2017 20:14	2	3.2	1	N	1	14.5	1	0.5	3.25	0	0.3	19.55
05-11-17 21:29	05-11-17 22:22	3	16.91	2	N	1	52	0	0.5	11.71	5.76	0.3	70.27
08-01-17 23:37	08-01-17 23:45	1	1.4	1	N	1	7.5	0.5	0.5	1	0	0.3	9.8
1/19/2017 8:17	1/19/2017 8:33	1	1.8	1	N	1	11.5	0	0.5	2.45	0	0.3	14.75
12/29/2017 16:15	12/29/2017 16:15	1	0	2	N	1	52	4.5	0.5	0	5.76	0.3	63.06
9/27/2017 12:52	9/27/2017 13:01	1	1.1	1	N	1	7.5	0	0.5	1.65	0	0.3	9.95
06-08-17 8:17	06-08-17 8:24	2	1.17	1	N	1	6.5	0	0.5	1.82	0	0.3	9.12
10/29/2017 1:59	10/29/2017 2:12	6	3.1	1	N	1	11.5	0.5	0.5	1.5	0	0.3	14.3
3/25/2017 20:28	3/25/2017 20:37	2	1.76	1	N	1	8.5	0.5	0.5	1.96	0	0.3	11.76
09-02-17 10:28	09-02-17 10:32	1	0.73	1	N	1	4.5	0	0.5	1.06	0	0.3	6.36
9/18/2017 19:43	9/18/2017 20:28	1	20.63	2	N	1	52	4.5	0.5	11.46	0	0.3	68.76
09-10-17 20:25	09-10-17 20:36	1	1.5	1	N	1	9	0.5	0.5	2.05	0	0.3	12.35
7/31/2017 13:21	7/31/2017 13:32	1	1.4	1	N	2	8.5	0	0.5	0	0	0.3	9.3
12/21/2017 12:55	12/21/2017 13:04	1	1.4	1	N	1	8	0	0.5	1.75	0	0.3	10.55
06-04-17 0:29	06-04-17 0:35	1	1	1	N	2	6	0.5	0.5	0	0	0.3	7.3
02-12-17 13:42	02-12-17 13:51	1	0.9	1	N	1	4.5	0	0.5	1	0	0.3	6.3
3/21/2017 19:43	3/21/2017 19:46	6	0.43	1	N	2	4.5	1	0.5	0	0	0.3	6.3
10/19/2017 17:03	10/19/2017 17:18	1	2	1	N	2	11	1	0.5	0	0	0.3	12.8
7/17/2017 11:40	7/17/2017 11:47	1	0.9	1	N	1	6	0	0.5	1.5	0	0.3	8.3
7/22/2017 23:47	7/23/2017 0:14	1	3.8	1	N	2	19	0.5	0.5	0	0	0.3	20.3
3/17/2017 15:30	3/17/2017 15:55	1	1.7	1	N	2	15.5	0	0.5	0	0	0.3	16.3
7/18/2017 16:31	7/18/2017 16:35	2	0.8	1	N	2	5	1	0.5	0	0	0.3	6.8
11/18/2017 1:32	11/18/2017 1:36	2	0.07	1	N	2	4	0.5	0.5	0	0	0.3	5.3
3/21/2017 23:21	3/21/2017 23:31	2	1.6	1	N	2	8.5	0.5	0.5	0	0	0.3	9.8
06-06-17 10:29	06-06-17 10:38	1	0.8	1	N	2	7	0	0.5	0	0	0.3	7.8
12/16/2017 0:17	12/16/2017 0:23	1	1.1	1	N	1	6	0.5	0.5	1	0	0.3	8.3
10/28/2017 13:58	10/28/2017 14:02	1	0.6	1	N	2	5	0	0.5	0	0	0.3	5.8
2/25/2017 18:09	2/25/2017 18:58	1	15.98	2	N	1	52	0	0.5	11.67	5.54	0.3	70.01
11/15/2017 22:54	11/15/2017 23:04	1	1.83	1	N	1	8.5	0.5	0.5	1.96	0	0.3	11.76
2/28/2017 19:41	2/28/2017 19:47	1	0.99	1	N	1	6	1	0.5	1.56	0	0.3	9.36
3/22/2017 22:18	3/22/2017 22:27	2	1.45	1	N	2	8	0.5	0.5	0	0	0.3	9.3
7/23/2017 9:54	7/23/2017 10:28	5	6.44	1	N	2	20.5	0	0.5	0	0	0.3	21.3
6/23/2017 6:48	6/23/2017 7:00	1	4.1	1	N	2	14	0	0.5	0	0	0.3	14.8
5/22/2017 19:59	5/22/2017 20:05	1	0.9	1	N	1	6	1	0.5	1	0	0.3	8.8
7/27/2017 7:15	7/27/2017 7:25	1	2	1	N	1	9	0	0.5	1.95	0	0.3	11.75
5/27/2017 23:41	5/27/2017 23:43	1	0.67	1	N	1	4	0.5	0.5	0	0	0.3	5.3
9/18/2017 16:09	9/18/2017 16:14	5	1.04	1	N	2	5.5	1	0.5	0	0	0.3	7.3
3/17/2017 19:26	3/17/2017 19:30	1	0.44	1	N	1	5	1	0.5	1.36	0	0.3	8.16
9/29/2017 23:25	9/29/2017 23:32	2	0.4	1	N	1	6	0.5	0.5	1.45	0	0.3	8.75
08-04-17 10:06	08-04-17 10:20	5	2.09	1	N	1	11	0	0.5	2.95	0	0.3	14.75
02-01-17 6:52	02-01-17 7:00	1	1.35	1	N	1	7.5	0	0.5	1.66	0	0.3	9.96
10/15/2017 13:32	10/15/2017 13:48	1	5.6	1	N	1	18.5	0	0.5	4.8	0	0.3	24.1
10-02-17 16:22	10-02-17 16:28	1	1.08	1	N	1	6.5	1	0.5	1.66	0	0.3	9.96
10/21/2017 20:16	10/21/2017 20:28	1	1.06	1	N	1	8.5	0.5	0.5	1	0	0.3	10.8
6/24/2017 12:49	6/24/2017 13:03	1	2.5	1	N	2	11.5	0	0.5	0	0	0.3	12.3
3/19/2017 10:54	3/19/2017 11:21	1	9.3	1	N	2	29	0	0.5	0	0	0.3	29.8
12/15/2017 4:27	12/15/2017 4:40	5	2.68	1	N	1	11	0.5	0.5	2.46	0	0.3	14.76
12-08-17 9:35	12-08-17 9:57	1	4.57	1	N	1	18	0	0.5	3.76	0	0.3	22.56
04-09-17 0:04	04-09-17 0:20	1	3.7	1	Y	1	16	0.5	0.5	3.45	0	0.3	20.75
4/16/2017 17:56	4/16/2017 18:35	1	12.6	1	N	1	40	0	0.5	8.15	0	0.3	48.95
06-08-17 16:58	06-08-17 17:21	1	1.98	1	N	1	14.5	1	0.5	1	0	0.3	17.3
3/17/2017 18:19	3/17/2017 18:26	6	1.18	1	N	1	6.5	1	0.5	1.66	0	0.3	9.96
11-04-17 14:20	11-04-17 14:26	1	0.6	1	N	1	5.5	0	0.5	1	0	0.3	7.3
7/30/2017 16:35	7/30/2017 16:42	3	1.4	1	N	2	7.5	0	0.5	0	0	0.3	8.3
06-08-17 0:33	06-08-17 0:41	1	2.09	1	N	1	8.5	0.5	0.5	1	0	0.3	10.8
11/14/2017 21:31	11/14/2017 21:42	1	1.25	1	N	2	8.5	0.5	0.5	0	0	0.3	9.8
5/18/2017 16:47	5/18/2017 17:53	2	3.79	1	N	2	37	1	0.5	0	0	0.3	38.8
9/17/2017 14:06	9/17/2017 14:21	1	1.08	1	N	1	10	0	0.5	1.08	0	0.3	11.88
02-01-17 21:08	02-01-17 21:15	1	1.1	1	N	1	6	0.5	0.5	0.73	0	0.3	8.03
1/27/2017 7:24	1/27/2017 7:38	2	4.2	1	N	2	15.5	0	0.5	0	0	0.3	16.3
12-11-17 21:36	12-11-17 21:47	1	2.31	1	N	1	10	0.5	0.5	2.82	0	0.3	14.12
07-07-17 22:45	07-07-17 23:07	2	3.52	1	N	1	16	0.5	0.5	3.46	0	0.3	20.76
12-05-17 9:29	12-05-17 9:44	1	1.36	1	N	1	10.5	0	0.5	2.26	0	0.3	13.56
6/23/2017 16:34	6/23/2017 16:51	5	2.8	1	N	1	13.5	1	0.5	2	0	0.3	17.3
4/16/2017 22:23	4/16/2017 23:05	1	6.6	1	N	2	29.5	0.5	0.5	0	0	0.3	30.8
07-09-17 12:15	07-09-17 12:22	5	1.07	1	N	2	7	0	0.5	0	0	0.3	7.8
9/17/2017 11:00	9/17/2017 11:16	1	2.19	1	N	1	12	0	0.5	2.56	0	0.3	15.36
06-03-17 13:08	06-03-17 13:19	1	1.8	1	N	2	9.5	0	0.5	0	0	0.3	10.3
8/18/2017 16:47	8/18/2017 16:52	1	0.7	1	N	2	5.5	1	0.5	0	0	0.3	7.3
7/14/2017 19:23	7/14/2017 19:33	1	1.1	1	N	1	7.5	1	0.5	2	0	0.3	11.3
11-08-17 20:22	11-08-17 20:41	1	3.8	1	N	1	15.5	0.5	0.5	3	0	0.3	19.8
04-12-17 7:54	04-12-17 8:26	1	21.9	2	N	1	52	0	0.5	14.6	5.76	0.3	73.16
5/21/2017 7:55	5/21/2017 7:59	1	1.1	1	N	1	5	0	0.5	0	0	0.3	5.8
5/18/2017 8:19	5/18/2017 8:23	5	0.51	1	N	1	5	0	0.5	1.88	0	0.3	7.68
2/19/2017 10:35	2/19/2017 10:46	3	2.16	1	N	1	10	0	0.5	2.16	0	0.3	12.96
06-07-17 11:11	06-07-17 11:29	1	1.64	1	N	1	12	0	0.5	2.56	0	0.3	15.36
6/19/2017 12:01	6/19/2017 12:21	2	1.74	1	N	2	13.5	0	0.5	0	0	0.3	14.3
08-10-17 22:44	08-10-17 22:46	2	0.7	1	N	1	4.5	0.5	0.5	1.45	0	0.3	7.25
11-07-17 22:15	11-07-17 22:44	5	9.75	1	N	1	31	0.5	0.5	9.52	5.76	0.3	47.58
11/19/2017 17:36	11/19/2017 18:16	1	4.16	1	N	2	25	0	0.5	0	0	0.3	25.8
3/21/2017 5:39	3/21/2017 5:47	1	2.6	1	N	1	9.5	0.5	0.5	1	0	0.3	11.8
07-05-17 7:53	07-05-17 8:12	1	3.03	1	N	1	14.5	0	0.5	3.06	0	0.3	18.36
3/15/2017 21:06	3/15/2017 21:23	1	1.77	1	N	1	11.5	0.5	0.5	2.56	0	0.3	15.36
02-07-17 11:08	02-07-17 11:15	1	1.11	1	N	1	6.5	0	0.5	1.46	0	0.3	8.76
2/25/2017 21:48	2/25/2017 21:56	2	0.7	1	N	2	6.5	0.5	0.5	0	0	0.3	7.8
10/15/2017 14:26	10/15/2017 14:30	1	0.56	1	N	1	5	0	0.5	1.16	0	0.3	6.96
3/30/2017 9:38	3/30/2017 9:43	2	0.46	1	N	2	5	0	0.5	0	0	0.3	5.8
6/25/2017 0:53	6/25/2017 1:04	1	1.71	1	N	1	9	0.5	0.5	2.06	0	0.3	12.36
07-11-17 13:05	07-11-17 13:17	3	0.6	1	N	1	8.5	0	0.5	1.86	0	0.3	11.16
5/20/2017 15:37	5/20/2017 15:57	1	3.5	1	N	1	16.5	0	0.5	2	0	0.3	19.3
6/22/2017 22:31	6/22/2017 22:42	1	1.31	1	N	1	8.5	0.5	0.5	1.96	0	0.3	11.76
1/20/2017 14:25	1/20/2017 14:32	1	0.82	1	N	1	6.5	0	0.5	1.82	0	0.3	9.12
9/23/2017 12:11	9/23/2017 12:20	2	1.89	1	N	1	8.5	0	0.5	2.32	0	0.3	11.62
8/22/2017 15:10	8/22/2017 15:55	1	14.2	2	N	1	52	0	0.5	11.7	5.76	0.3	70.26
8/16/2017 17:05	8/16/2017 17:29	2	3	1	N	2	16.5	1	0.5	0	0	0.3	18.3
10-03-17 6:22	10-03-17 6:33	1	2.36	1	N	1	10	0	0.5	2.16	0	0.3	12.96
1/30/2017 14:28	1/30/2017 14:34	2	1.01	1	N	1	6	0	0.5	1.36	0	0.3	8.16
03-09-17 18:47	03-09-17 18:57	5	1.5	1	N	2	8.5	1	0.5	0	0	0.3	10.3
7/18/2017 16:15	7/18/2017 16:28	1	2.5	1	N	1	11	1	0.5	2.56	0	0.3	15.36
3/22/2017 11:48	3/22/2017 11:55	1	0.5	1	N	1	6	0	0.5	1.7	0	0.3	8.5
11/30/2017 15:23	11/30/2017 15:38	2	1	1	N	2	9.5	0	0.5	0	0	0.3	10.3
7/24/2017 7:47	7/24/2017 7:55	5	0.94	1	N	2	7	0	0.5	0	0	0.3	7.8
01-09-17 20:15	01-09-17 20:18	2	0.61	1	N	1	4	0.5	0.5	1.06	0	0.3	6.36
11/16/2017 15:34	11/16/2017 16:00	1	3.3	1	N	1	17.5	0	0.5	4.55	0	0.3	22.85
2/23/2017 20:26	2/23/2017 20:34	1	0.8	1	N	1	6.5	0.5	0.5	1.55	0	0.3	9.35
11/21/2017 11:13	11/21/2017 11:32	1	6.2	1	N	1	21.5	0	0.5	4.45	0	0.3	26.75
10/17/2017 10:54	10/17/2017 10:58	1	0.4	1	N	1	4.5	0	0.5	5	0	0.3	10.3
02-11-17 15:13	02-11-17 15:36	1	5.2	1	N	1	19	0	0.5	3.95	0	0.3	23.75
11/13/2017 14:35	11/13/2017 14:43	1	0.9	1	N	1	7	0	0.5	1.55	0	0.3	9.35
11/28/2017 20:57	11/28/2017 21:06	1	0.69	1	N	1	7	0.5	0.5	1.66	0	0.3	9.96
5/20/2017 1:20	5/20/2017 1:34	6	2.45	1	N	1	11	0.5	0.5	2.46	0	0.3	14.76
5/13/2017 20:19	5/13/2017 20:30	1	2.1	1	N	1	10	0.5	0.5	2.8	0	0.3	14.1
5/15/2017 19:42	5/15/2017 19:45	2	0.7	1	N	2	5	1	0.5	0	0	0.3	6.8
4/13/2017 6:52	4/13/2017 6:58	1	0.9	1	N	2	6	0	0.5	0	0	0.3	6.8
9/23/2017 13:44	9/23/2017 13:51	1	1.17	1	N	2	7	0	0.5	0	0	0.3	7.8
6/22/2017 22:54	6/22/2017 23:17	2	5	1	N	1	19	0.5	0.5	0	0	0.3	20.3
6/21/2017 11:33	6/21/2017 11:36	1	0.51	1	N	1	4	0	0.5	0.96	0	0.3	5.76
2/23/2017 9:42	2/23/2017 9:44	1	0.6	1	Y	1	4	0	0.5	0.95	0	0.3	5.75
03-01-17 12:47	03-01-17 13:00	1	2	1	N	1	10.5	0	0.5	2	0	0.3	13.3
1/23/2017 8:17	1/23/2017 8:26	4	1.02	1	N	1	7.5	0	0.5	1.7	0	0.3	10
7/14/2017 11:55	7/14/2017 12:05	5	2.41	1	N	2	10	0	0.5	0	0	0.3	10.8
4/27/2017 18:19	4/27/2017 18:27	1	1.29	1	N	1	7	1	0.5	2.64	0	0.3	11.44
8/26/2017 2:16	8/26/2017 2:26	1	3.82	1	N	2	13	0.5	0.5	0	0	0.3	14.3
2/22/2017 12:09	2/22/2017 12:16	1	1.1	1	N	2	6.5	0	0.5	0	0	0.3	7.3
9/24/2017 10:48	9/24/2017 10:54	1	1.26	1	N	2	7	0	0.5	0	0	0.3	7.8
12/20/2017 18:44	12/20/2017 18:51	1	1.22	1	N	1	6.5	1	0.5	1	0	0.3	9.3
12/31/2017 0:08	12/31/2017 0:13	1	1	1	N	2	5.5	0.5	0.5	0	0	0.3	6.8
9/30/2017 0:32	9/30/2017 0:41	1	2.1	1	N	1	9	0.5	0.5	2.06	0	0.3	12.36
02-09-17 17:15	02-09-17 17:23	1	1.48	1	N	2	7	1	0.5	0	0	0.3	8.8
5/17/2017 21:23	5/17/2017 21:32	1	2.43	1	N	1	9.5	0.5	0.5	1.5	0	0.3	12.3
8/20/2017 17:50	8/20/2017 17:53	1	0.2	1	N	3	3.5	0	0.5	0	0	0.3	4.3
3/20/2017 17:06	3/20/2017 17:09	1	0.6	1	N	1	4	1	0.5	1.15	0	0.3	6.95
10/22/2017 10:14	10/22/2017 10:23	1	1.34	1	N	1	8	0	0.5	1	0	0.3	9.8
8/13/2017 12:07	8/13/2017 12:12	2	1.1	1	N	2	6.5	0	0.5	0	0	0.3	7.3
7/17/2017 18:30	7/17/2017 18:39	2	0.57	1	N	1	6.5	1	0.5	2.49	0	0.3	10.79
01-05-17 13:40	01-05-17 13:59	5	1.44	1	N	2	13	0	0.5	0	0	0.3	13.8
5/21/2017 21:28	5/21/2017 22:04	2	3.94	1	N	2	23	0	0.5	0	0	0.3	23.8
11-10-17 13:14	11-10-17 13:23	1	2.29	1	N	1	10	0	0.5	2.16	0	0.3	12.96
02-04-17 7:53	02-04-17 7:57	1	0.9	1	N	2	5	0	0.5	0	0	0.3	5.8
4/16/2017 14:45	4/16/2017 15:19	1	9.8	1	N	1	32.5	0	0.5	3.91	5.76	0.3	44.92
12-02-17 22:43	12-02-17 22:47	1	0.87	1	N	1	5	0.5	0.5	1.58	0	0.3	7.88
9/25/2017 10:08	9/25/2017 10:28	1	1.23	1	N	1	13	0	0.5	0	0	0.3	13.8
11-09-17 19:19	11-09-17 19:31	1	1.3	1	N	2	9	1	0.5	0	0	0.3	10.8
11-06-17 20:16	11-06-17 20:32	1	2.7	1	N	1	12.5	0.5	0.5	2.76	0	0.3	16.56
01-08-17 10:07	01-08-17 10:25	2	7.3	1	N	1	22	0	0.5	5.7	0	0.3	28.5
05-12-17 10:54	05-12-17 11:08	3	3.54	1	N	1	13.5	0	0.5	2.86	0	0.3	17.16
04-10-17 2:36	04-10-17 3:00	1	12.6	1	N	1	35.5	0.5	0.5	9.2	0	0.3	46
9/30/2017 21:24	9/30/2017 21:35	1	1.8	1	N	1	9.5	0.5	0.5	2.7	0	0.3	13.5
7/31/2017 7:45	7/31/2017 7:51	1	1.1	1	N	1	6.5	0	0.5	1	0	0.3	8.3
06-02-17 22:12	06-02-17 22:13	1	0.6	1	N	2	4	0.5	0.5	0	0	0.3	5.3
8/14/2017 0:42	8/14/2017 0:49	2	1.54	1	N	2	7.5	0.5	0.5	0	0	0.3	8.8
9/18/2017 1:07	9/18/2017 1:20	1	5.16	1	N	2	16.5	0.5	0.5	0	0	0.3	17.8
6/21/2017 17:54	6/21/2017 18:21	5	2.34	1	N	1	16.5	1	0.5	2	0	0.3	20.3
11/19/2017 10:00	11/19/2017 10:05	1	0.56	1	N	2	5	0	0.5	0	0	0.3	5.8
1/21/2017 12:49	1/21/2017 13:27	1	4.1	1	N	2	25	0	0.5	0	0	0.3	25.8
06-02-17 18:30	06-02-17 18:34	1	0.6	1	N	1	5	1	0.5	0.68	0	0.3	7.48
06-06-17 6:49	06-06-17 6:53	1	0.9	1	N	1	5.5	0	0.5	1.7	0	0.3	8
07-10-17 9:46	07-10-17 9:56	1	1.1	1	N	2	7.5	0	0.5	0	0	0.3	8.3
10/27/2017 14:17	10/27/2017 14:29	1	1.57	1	N	1	10	0	0.5	2.16	0	0.3	12.96
06-06-17 11:19	06-06-17 11:45	1	7.6	1	N	2	25	0	0.5	0	0	0.3	25.8
8/23/2017 21:48	8/23/2017 22:05	1	3.4	1	N	1	13.5	0.5	0.5	2.95	0	0.3	17.75
4/25/2017 18:29	4/25/2017 19:00	1	3.6	1	N	1	20	1	0.5	2	0	0.3	23.8
12-08-17 2:25	12-08-17 2:53	1	8.9	1	N	2	27.5	0.5	0.5	0	0	0.3	28.8
06-11-17 19:53	06-11-17 19:55	1	0.2	1	N	2	3	0	0.5	0	0	0.3	3.8
5/26/2017 9:26	5/26/2017 9:38	1	1.7	1	N	1	9.5	0	0.5	2.05	0	0.3	12.35
08-01-17 21:02	08-01-17 21:16	2	3.46	1	N	1	13	0.5	0.5	2.86	0	0.3	17.16
02-03-17 9:19	02-03-17 9:35	1	1.3	1	N	2	11	0	0.5	0	0	0.3	11.8
01-11-17 23:34	01-11-17 23:44	1	2.71	1	N	1	10.5	0.5	0.5	0	0	0.3	11.8
3/30/2017 1:02	3/30/2017 1:26	2	12.98	1	N	1	36.5	0.5	0.5	3	0	0.3	40.8
11-10-17 20:32	11-10-17 20:34	1	0.4	1	N	1	4	0.5	0.5	1.05	0	0.3	6.35
11-05-17 18:57	11-05-17 19:05	1	2	1	N	2	9	0	0.5	0	0	0.3	9.8
1/14/2017 1:34	1/14/2017 1:44	1	1.6	1	N	1	8.5	0.5	0.5	1	0	0.3	10.8
01-11-17 15:43	01-11-17 15:58	1	1.3	1	N	1	10	0	0.5	2.16	0	0.3	12.96
8/17/2017 20:20	8/17/2017 20:42	6	3.21	1	N	1	15.5	0.5	0.5	3.36	0	0.3	20.16
1/18/2017 18:40	1/18/2017 18:47	1	0.8	1	N	2	6	1	0.5	0	0	0.3	7.8
